FishKey,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90,Age_91,Age_92,Age_93,Age_94,Age_95,Age_96,Age_97,Age_98,Age_99,Age_100,Age_101,Age_102,Age_103,Age_104,Age_105,Age_106,Age_107,Age_108,Age_109,Age_110,Age_111,Age_112,Age_113,Age_114,Age_115,Age_116,Age_117,Age_118,Age_119,Age_120,Age_121,Age_122,Age_123,Age_124,Age_125,Age_126,Age_127,Age_128,Age_129,Age_130,Age_131,Age_132,Age_133,Age_134,Age_135,Age_136,Age_137,Age_138,Age_139,Age_140,Age_141,Age_142,Age_143,Age_144,Age_145,Age_146,Age_147,Age_148,Age_149,Age_150,Age_151,Age_152,Age_153,Age_154,Age_155,Age_156,Age_157,Age_158,Age_159,Age_160,Age_161,Age_162,Age_163
112_APRIL_LAP02,1.811241726,2.271334394,2.637704481,3.146594856,3.865392829,4.458710983,5.057451104,5.612815486,6.228596077,7.064353634,7.779278772,8.48955651,9.240111721,10.07974211,10.62116429,11.03943035,11.42748831,11.93560412,12.45998583,12.97739644,13.46150068,13.97736215,14.32669177,14.67602139,15.18103893,15.6248657,16.00362885,16.40717814,16.70306265,17.11590675,17.45129416,17.80682032,18.15382623,18.43731768,18.75489006,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_APRIL_LAP01,1.894889021,2.447750338,2.90422465,3.411620398,3.917197524,4.60827417,5.141130637,5.866761116,6.506916325,7.365306265,8.013645277,8.813839288,9.774981414,11.04983596,11.80274578,12.94938743,13.86233605,14.73254704,15.30086665,16.03922749,16.89125225,17.58869408,18.34705976,19.03631779,19.86924701,20.63852443,21.4268974,22.27801285,22.77995273,23.29007641,23.87476362,24.43489943,24.8559106,25.27510315,25.67701877,26.19532626,26.48266865,26.97642473,27.39561728,27.64840584,28.02031419,28.49497473,28.81505234,29.13694856,29.35609261,29.61342772,29.87894665,30.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114_APRIL_LAP01,3.199584242,3.956021877,4.604096402,5.322659553,6.029649944,6.737692404,7.455203485,8.541990798,9.762390877,10.77342922,11.80130067,12.93122281,14.00222909,15.19948365,16.52088235,17.77705278,19.05110838,20.35041364,21.41931578,22.64813241,23.78962731,24.64601151,25.19729568,25.74647572,26.42926852,26.86377303,27.21200788,27.63914791,28.04735069,28.56391659,29.16043973,29.66227666,30.09678117,30.49446327,30.93212399,31.31402504,31.68750955,32.23353338,32.71222479,33.19407241,33.72641934,34.20826696,34.68906251,35.15512909,35.58226912,35.98415949,36.27663468,36.63433815,36.9688961,37.28977716,37.68219891,38.03358997,38.36709585,38.85420381,39.24557349,39.62116214,40.05251044,40.33867322,40.7573967,41.03514292,41.25292121,41.41914812,41.74213331,41.96096367,42.16927334,42.37232266,42.58799682,42.85101407,43.10666685,43.45174549,43.73790827,44.06194553,44.38072245,44.7121242,45.02564077,45.39807321,45.68213185,46.02089807,46.41963224,46.81415813,47.28758919,47.59163714,47.95039268,48.39015754,48.84885964,49.0982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115_APRIL_LAP02,3.409108916,4.222686593,4.745276634,5.505407602,5.992366504,6.728743379,7.792926735,9.00557317,10.14220651,11.20876527,12.55681004,13.58417455,15.60327243,16.51899271,17.9264227,18.98229213,20.29826887,21.63681199,22.88033875,24.22006958,25.32107178,26.4268248,27.31997869,28.32952763,29.12647744,29.99468953,30.68118281,31.57196129,32.4461119,33.37489693,34.17184674,34.9296023,35.52107921,35.98428402,36.93326002,37.45703777,38.13759253,38.54497522,39.18752343,39.67091921,40.37879118,40.92513531,41.5118614,42.08908586,42.56654312,43.17702331,43.67704696,44.41104842,44.82912046,45.39921868,45.92180872,46.57742168,47.10357484,47.61310013,47.99791643,48.56088843,49.07635224,49.55856033,50.27355852,50.82109036,51.2676673,51.73918604,52.31997361,52.76773826,53.43997908,53.85211259,54.33669608,54.8782894,55.5196499,56.07312026,56.57433162,56.80830943,57.24776015,57.62901334,57.96038293,58.29531564,58.7977147,59.17540478,59.55190715,59.97473,60.3856758,60.82275111,61.08760925,61.44154523,61.91781479,62.47484826,63.06157435,63.52477916,63.92859874,64.40368059,64.80631247,65.10442633,65.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115_APRIL_REST,3.295679872,3.869123801,4.462047779,5.26072977,6.271257288,7.290307329,8.394582581,9.542687943,11.04386918,12.23458715,13.31207734,14.36156495,15.59002552,16.93293136,18.03964162,19.28514723,21.10653177,22.26681216,23.48431519,24.74808334,25.8961887,27.16604437,27.96229135,28.69157567,29.25893209,29.80437345,30.53000526,31.1083192,31.82421098,32.45366005,33.14520177,33.62733298,34.27504459,34.94101875,35.52542021,36.12930171,36.6844831,37.35654477,37.85693852,38.45716751,39.08174657,39.63692795,40.17384679,40.87878105,41.48875007,42.17176927,42.69042557,43.26021699,43.67782053,44.23665442,44.82470839,45.3908473,45.91924361,46.39772231,47.00647382,47.77958825,48.35181468,48.96056619,49.68741551,50.2048543,50.69916053,51.21294681,51.68290298,52.12850909,52.72386807,53.2559169,53.68326047,54.22383181,54.73640059,55.23070682,55.8224133,56.37272467,56.84511585,57.44169233,57.7898982,58.14784409,58.68476293,59.0329688,59.53579755,59.93270354,60.1555066,60.46718738,60.78373816,61.01506374,61.35718209,61.69808294,62.17412663,62.6440828,62.97037361,63.21265672,63.50972746,63.84332329,64.21831423,64.64444029,65.10587394,65.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116_APRIL_LAP02,3.720698645,4.405612825,4.927039354,5.720945302,6.633751362,7.608484563,8.734319988,9.882449184,11.57553722,13.09151364,14.44771803,15.83364744,17.19109038,18.80738876,20.52400911,21.62259659,23.11132507,24.72762345,26.4008948,27.85494407,29.22353389,30.13014724,31.26960663,32.17374289,32.96145613,34.04641964,34.88367459,35.73083788,36.19776852,36.80093888,37.48337597,37.99365562,38.5485228,39.15045461,39.62605505,40.27752858,40.84230411,41.31171184,41.97185516,42.63571411,43.22154487,43.76898079,44.36967406,44.84899013,45.61688668,46.03055999,46.56808757,47.34341538,48.08406399,48.5212696,49.04269613,49.46751632,49.94063968,50.34068901,50.82124362,51.2572107,51.77987577,52.39047738,52.91438099,53.39988978,53.92131631,54.64338677,55.20940084,55.6565148,56.0961975,56.60647714,57.17868393,57.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117_APRIL_LAP01,3.097395433,3.844962342,4.508583954,5.087125872,5.953804353,7.031480475,8.289525548,9.471566094,10.97464069,12.56052618,13.65521824,14.84633395,15.6948621,16.6398139,17.88424622,18.94830959,19.82406324,20.55915179,21.47234051,22.56703257,23.62428956,24.5578974,25.46541414,26.45801057,27.22939979,28.0597776,28.85612354,29.31555388,29.88842382,30.48965366,31.0330293,31.5072068,32.05512002,32.59509248,33.18044077,33.79301457,34.2025315,34.71641285,35.22689101,35.61031683,36.22289063,36.64034832,37.14175132,37.7293684,38.34534539,38.91481214,39.53986429,40.06168641,40.65610987,41.20288871,41.69067895,42.24199537,42.71276967,43.11661462,43.77796744,44.23626339,45.00651822,45.5657754,46.07511917,46.67521461,47.26056291,47.77104107,48.46415697,49.06879,49.54750508,50.08861193,50.64673472,51.25590533,51.76071151,52.33131266,52.8474628,53.38743526,53.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118_APRIL_LAP01,2.24784796,2.797781358,3.366994559,3.889385384,4.321803799,5.0333203,5.714539969,6.529800166,7.719639373,8.80848914,9.654046169,10.53081812,11.48470927,12.43768234,13.42737884,14.54468927,15.55550174,16.49470352,17.50000748,18.62741685,19.42706959,20.8886622,21.75258094,22.38789632,22.93507546,23.49786206,23.86326021,24.34525526,24.74095024,25.26334107,25.701268,25.9730214,26.43573665,27.04350945,27.38136503,27.67056206,27.96802186,28.10848899,28.34351895,28.63455215,28.99903222,29.41767935,29.76930621,30.12276925,30.47347803,30.83244958,31.21345519,31.607314,31.95159618,32.28394324,32.58048496,32.88987987,33.20570139,33.5417208,33.92180832,34.35973525,34.64893228,34.98495169,35.42838713,35.8250002,36.16561003,36.50621987,36.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119_APRIL_LAP02,1.704994076,2.097026272,2.420968665,2.814376413,3.100491138,3.593626374,4.184425771,4.782790702,5.319255812,6.007031595,6.455461405,6.946533313,7.460301823,8.037345704,8.597882967,9.128158095,9.752658505,10.50577299,11.18735879,11.74583272,12.28023451,12.73416652,13.21698512,13.63584057,14.04713049,14.39239393,14.77754837,15.09392523,15.38829327,15.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11_MAR_LAP01,1.859817756,2.255360944,2.667325599,3.122128867,3.498394678,3.905361496,4.361592717,4.798546563,5.109126502,5.823817352,6.429983716,7.218214183,7.765120468,8.451252242,9.117392664,9.923472553,10.51750131,10.95159925,11.69984701,12.35242187,12.98928924,13.50335259,13.85605717,14.19091232,14.48721272,14.82206787,15.16906063,15.53318884,15.88375148,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120_APRIL_LAP01,2.109940506,2.409330965,2.88586078,3.283384779,3.763241155,4.151617112,4.554130952,5.409888682,6.488525976,7.623714802,8.589249034,9.840035843,10.67999241,11.21889524,11.95988662,12.70004637,13.48927289,14.24357052,14.9471381,15.74052282,16.52891769,17.18508178,17.76806154,18.19053474,18.74523873,19.28580484,19.89207052,20.43263663,20.87839576,21.27758304,21.77324058,22.24228563,22.76206073,23.15875309,23.69183444,24.01284754,24.25152827,24.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121_APRIL_LAP01,1.767865846,2.101225195,2.563959719,3.05447419,3.671188985,4.089475597,4.506968495,4.989545839,5.621341176,6.230912557,6.961128273,7.495296944,8.377905506,9.055736182,9.789920462,10.50584935,11.35274084,12.23693683,13.08462203,13.80055091,14.42202799,15.13716316,15.62370907,16.08326874,16.6039443,17.16271806,17.62069031,18.0064347,18.48504348,18.75808066,19.31606071,19.86054765,20.26454743,20.61933702,20.93444098,21.23367068,21.56147404,21.82974894,22.08532445,22.29803946,22.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122_FEB_LAP01,2.196903273,2.728585956,3.225299971,3.687840062,4.277538942,5.078639306,5.677080352,6.331153367,6.855683368,7.546314535,8.205156005,8.908503051,9.762851158,10.82780601,11.61777998,12.6859138,13.40674518,14.17128739,14.95808239,15.75918275,16.39815566,16.9814966,17.45198412,17.88035028,18.25785294,18.74900375,19.16703827,19.60255712,20.07383938,20.50379503,20.8892451,21.26992673,21.62597133,22.02572677,22.32931838,22.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123_FEB_LAP01,2.114086617,2.468539799,2.768461722,3.137305096,3.521296043,4.12038251,4.864885667,5.843418809,6.749243606,7.650524132,8.395027289,9.125897631,10.02717816,11.14431158,11.97591328,12.6545245,13.44598513,14.08066839,14.9433226,15.55074024,16.35886319,16.87691015,17.40480303,17.71305612,18.16975541,18.52345121,18.7324877,19.12859671,19.3800464,19.63376823,19.94505083,20.2078612,20.41008129,20.63729487,20.88798718,21.31514871,21.57038529,21.77639227,21.9308975,22.11418312,22.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124_AUG_LAP02,2.287492181,2.868924146,3.293027461,3.884719989,4.682478846,5.495628549,6.466961949,7.515249579,8.478032508,9.451076001,10.55579673,11.36894644,12.23425401,13.26458565,14.08799592,14.73783164,15.77500366,16.34703011,16.87972439,17.43807009,17.98016989,18.54193577,19.03700799,19.55858666,20.00748634,20.33753449,20.84970764,21.19856682,21.60813434,22.09294599,22.44522536,22.79835977,23.22246309,23.55678647,23.89880527,24.39131235,24.74786695,25.16341979,25.69012875,26.05352373,26.44941049,26.81964584,27.13515819,27.47632194,27.72941586,28.03295755,28.29973221,28.48698751,28.79993471,29.16418474,29.51389896,29.86788842,30.29968716,30.67590784,30.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125_AUG_LAP01,3.687598,4.531032251,5.255244217,5.946479806,6.597129085,7.368268971,8.192678389,8.872499079,9.821204071,10.70522463,12.15491688,13.15562309,14.31233292,15.64280288,16.91112507,18.30501114,19.6405544,20.76936114,21.58742895,22.80121328,23.42269115,24.51344822,25.48625134,26.46539606,27.52064011,28.52007799,29.46117305,30.25641106,30.96540316,31.94074292,32.60027045,33.36760537,34.07913412,34.84773736,35.30306502,35.70004986,36.26191659,36.85929634,37.46809098,38.14410671,38.4979686,38.91397827,39.47457668,39.93244098,40.38269536,41.13100545,41.79306962,42.43610897,42.88636334,43.58013558,44.17244204,44.89792232,45.53588838,46.17004947,46.89299312,47.61340012,48.40229651,49.14426499,49.64905722,50.24390032,50.82859685,51.44753807,52.13370037,52.69937206,53.2219208,53.73305464,54.30379962,54.7654689,55.38060516,55.84481107,56.42823928,56.95078802,57.4758734,57.84241851,58.33072255,58.78858686,59.16908351,59.65485091,59.9173936,60.40316099,60.93458799,61.65879995,62.21813004,62.86370603,63.29747221,63.86314391,64.41993734,65.18219897,65.82143335,66.47208263,67.42712924,68.14626791,68.60159558,69.21673183,70.07284931,70.92389349,71.78254761,72.35456091,72.94559905,73.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126_AUG_LAP01,2.777727217,3.146670211,3.523751653,4.083496048,4.692071133,5.447138289,6.554871543,7.130892834,7.938407769,8.646452779,9.640247755,10.43962424,11.36740736,12.22827434,13.403828,14.52602961,15.45381272,16.59500404,17.73257827,18.55908292,19.24271258,19.93357642,20.28714679,20.68412222,21.095566,21.39668859,21.7068539,22.06856272,22.38957929,22.76485219,22.99001593,23.3047026,23.67274132,23.94583148,24.29759331,24.55892793,24.82749672,25.19915253,25.56357417,26.02023155,26.3258755,26.61433828,26.87748145,27.24280735,27.55749402,27.77994495,28.14255803,28.62091795,28.88225257,29.15715127,29.46641231,29.78290752,29.97823028,30.33813056,30.61212499,30.91415185,31.20261463,31.33915971,31.55708927,31.77682738,31.97486295,32.2678471,32.66030116,32.98222201,33.26254634,33.58808428,33.94165465,34.16139276,34.66507228,35.06837762,35.39391555,35.82073196,36.10648192,36.4953189,36.80819703,37.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
